-1.344141566069767535e+00,6.454440592637847862e-01,-6.058107006730936162e-01
-1.220798552059238817e+00,4.173885802545907464e-01,-5.991148603513593018e-01
-1.124674504882711812e+00,2.208714343534310953e-01,-5.909821293957907562e-01
-1.044253103155380336e+00,3.487776762254068963e-02,-5.812522445696755025e-01
-9.789326289141270232e-01,-1.423119385359726263e-01,-5.701630220080283751e-01
-9.280241596278221428e-01,-3.128658234065538335e-01,-5.578694693612260558e-01
-8.909747639471284897e-01,-4.789989194665010275e-01,-5.444646626247192644e-01
-8.673721712963102792e-01,-6.430072795232461003e-01,-5.299820356618335504e-01
-8.569549500119092444e-01,-8.072954657191862005e-01,-5.143954588131265382e-01
-8.596234404069440505e-01,-9.744063919053379541e-01,-4.976163471447934139e-01
-8.754507883122307765e-01,-1.147051664861858722e+00,-4.794874413007911285e-01
-9.046927261420287802e-01,-1.328139523999032345e+00,-4.597728324270071720e-01
-9.477939447138346019e-01,-1.520795759278019910e+00,-4.381438131697477645e-01
-1.005388023097422145e+00,-1.728371069391676285e+00,-4.141602677937198385e-01
-1.078287299094131679e+00,-1.954426923001360450e+00,-3.872476136230806332e-01
-1.167459454727743040e+00,-2.202692514274503299e+00,-3.566697652406363162e-01
-1.273989830699540748e+00,-2.476989704154795913e+00,-3.214990764485019525e-01
-1.399033005376585148e+00,-2.781131962155682924e+00,-2.805844169825800760e-01
-1.543762894563003751e+00,-3.118815292036640319e+00,-2.325180986410142481e-01
-1.709334391013262566e+00,-3.493527631693555957e+00,-1.756011853361417463e-01
-1.896867716427377060e+00,-3.908500581972227828e+00,-1.078052862288045866e-01
-2.107458619925814070e+00,-4.366711674056023007e+00,-2.672811334426215130e-02
-2.342207656857114628e+00,-4.870924867665177516e+00,7.045959225913304980e-02
-2.602256038368432112e+00,-5.423743785693681652e+00,1.870770309806278342e-01
-2.888816360439804498e+00,-6.027651932745704322e+00,3.270063393814101604e-01
-3.203191379516149961e+00,-6.685022534961031937e+00,4.947750524122958571e-01
-3.546778801430225059e+00,-7.398089714236139258e+00,6.956470633438992524e-01
-3.921062431641197499e+00,-8.168877521691726429e+00,9.357204223128929854e-01
-4.327589870736788136e+00,-8.999083330204982190e+00,1.222028759392938868e+00
-4.767935120592910359e+00,-9.889908899147991761e+00,1.562640129718589899e+00
-5.243641870790186843e+00,-1.084182804527349653e+01,1.966742030594260005e+00
-5.756140544651501045e+00,-1.185427619675620647e+01,2.444693615223271888e+00
-6.306630261480481892e+00,-1.292524674309891886e+01,3.008015574327783437e+00
-6.894832333726543361e+00,-1.404873508536982207e+01,3.668002764222954681e+00
-7.516407577236317472e+00,-1.521001004476471863e+01,4.431800737161980308e+00
-8.174459498484409892e+00,-1.640704393853860665e+01,5.316264624037805753e+00
-8.874510633926293579e+00,-1.763952387712988568e+01,6.344883604503587016e+00
-9.610795647069789283e+00,-1.888449442477842055e+01,7.527140923195335453e+00
-1.037717753780077601e+01,-2.011703955870922655e+01,8.870927788443294659e+00
-1.116918630111607236e+01,-2.131332770617931160e+01,1.038625700144204522e+01
-1.198275111073566634e+01,-2.244772798796698865e+01,1.208405803867279715e+01
-1.270500669957497664e+01,-2.336202805371004487e+01,1.371894557094261735e+01
-1.343947722296120695e+01,-2.418758466038977772e+01,1.551406092486864985e+01
-1.410661926354476847e+01,-2.483108135332941657e+01,1.727078176739558657e+01
-1.471841378028674185e+01,-2.531642374606589740e+01,1.899833614580794006e+01
-1.528420817735937831e+01,-2.565973266097946492e+01,2.070706449184693199e+01
-1.580865418697807989e+01,-2.586984251834656590e+01,2.239928282106864188e+01
-1.629411078269459168e+01,-2.595225989538696965e+01,2.407340019725519653e+01
-1.674172390759441598e+01,-2.591086739351338863e+01,2.572587128337280760e+01
-1.715190722649802879e+01,-2.574870600087803396e+01,2.735204319256172667e+01
-1.752458272890904212e+01,-2.546838400833962979e+01,2.894657115760363553e+01
-1.785931039012091048e+01,-2.507231093869937411e+01,3.050364314636313878e+01
-1.815535948481661777e+01,-2.456283979551072960e+01,3.201710799423123177e+01
-1.841174561923898878e+01,-2.394235716259226621e+01,3.348054927875092801e+01
-1.862724521396153676e+01,-2.321334157911713802e+01,3.488732531391544001e+01
-1.880039311608432939e+01,-2.237840133908260398e+01,3.623058537254753020e+01
-1.892946559060343148e+01,-2.144029797629744749e+01,3.750326669822423042e+01
-1.901244862286502624e+01,-2.040195879373674614e+01,3.869807349930552220e+01
-1.904683275064623160e+01,-1.928529452468608696e+01,3.979049088923661515e+01
-1.903265175681670129e+01,-1.810791893258475582e+01,4.076951802711685957e+01
-1.897059802385373928e+01,-1.687843599015055673e+01,4.163492442143540728e+01
-1.886112773379798924e+01,-1.560509157849587325e+01,4.238655952170989849e+01
-1.870449093797450146e+01,-1.429591998080280391e+01,4.302432963841959435e+01
-1.850075372191860268e+01,-1.295878791406668284e+01,4.354824457849461083e+01
-1.824981075901889938e+01,-1.160142756465470804e+01,4.395844880242852071e+01
-1.795138994259527010e+01,-1.023146215391620473e+01,4.425524097676460400e+01
-1.760504967600209270e+01,-8.856425861596122218e+00,4.443908424278605196e+01
-1.721016840301603423e+01,-7.483779202682816489e+00,4.451060789736258272e+01
-1.676592479601830732e+01,-6.120920287726741904e+00,4.447059962507638886e+01
-1.627126533501788685e+01,-4.775191668011178336e+00,4.431998543716674988e+01
-1.572485319555654648e+01,-3.453881451763405330e+00,4.405979136436388188e+01
-1.512498718026224687e+01,-2.164215658301509304e+00,4.369107538402533208e+01
-1.446946918117744829e+01,-9.133355635553356278e-01,4.321480716727121063e+01
-1.376319492470105743e+01,2.793559892263687283e-01,4.263833053768800596e+01
-1.301721748596144579e+01,1.390573631046112979e+00,4.197692649421294675e+01
-1.222992656333008732e+01,2.420645885919241458e+00,4.123622005878473828e+01
-1.139842008307896037e+01,3.369798756767922399e+00,4.041988857497023702e+01
-1.051730154363642988e+01,4.238694634692986796e+00,3.952856398152390227e+01
-9.576243535952775332e+00,5.028955821413163996e+00,3.855738222297342332e+01
-8.552925346851505850e+00,5.744784399567724797e+00,3.748871593531735158e+01
-7.381502514560664530e+00,6.401177369089300129e+00,3.625948002822076432e+01
-6.174499886621832800e+00,6.915826494952398207e+00,3.499492649236902508e+01
-5.123494001803974740e+00,7.244528183108577046e+00,3.390007138788637064e+01
-4.169849222720394266e+00,7.455833055227159001e+00,3.291345962680528459e+01
-3.285965203229193055e+00,7.584163582804350767e+00,3.200498140523485802e+01
-2.461568364672677589e+00,7.650073642582819744e+00,3.116201022892346728e+01
-1.691540982284698513e+00,7.668546229627788868e+00,3.037696125518695922e+01
-9.726816367120669771e-01,7.651434371150269698e+00,2.964413602998432751e+01
